会場コード,会場,日付,レース,締切時刻,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,M番,M2率,B番,B2率,今節成績,早見
17,宮島,2026/01/02,6,12:36,2,5243,三馬崇史,25,広島,54,B1,5.32,34.62,4.21,25.3,67,43.33,56,35.85,5 235,11
17,宮島,2026/01/02,6,12:36,3,4872,山下流心,32,広島,56,B1,5.03,31.36,5.41,38.4,63,31.58,21,36.36,415 44,
17,宮島,2026/01/02,6,12:36,4,4600,井内将太,41,広島,52,A2,5.90,37.84,6.95,52.7,32,58.06,17,39.06,243115,
17,宮島,2026/01/02,6,12:36,5,4219,本岡勝利,44,広島,53,B1,3.97,16.04,4.37,20.0,60,44.44,61,40.58,4 354,1
17,宮島,2026/01/02,6,12:36,6,4784,向井田真,38,広島,50,B1,4.80,29.58,4.95,32.0,79,36.96,24,28.85,F63 6,
17,宮島,2026/01/02,7,13:06,1,3797,岩井　繁,52,広島,61,B1,4.00,17.05,4.58,23.8,14,27.27,74,33.33,5 553,2
17,宮島,2026/01/02,7,13:06,2,4471,新田泰章,38,広島,52,A1,6.99,54.17,6.45,50.8,18,30.00,78,41.18,341 12,12
17,宮島,2026/01/02,7,13:06,3,3663,木山和幸,55,広島,50,B1,5.14,30.91,5.45,38.2,23,41.38,72,44.78,3 263,1
17,宮島,2026/01/02,7,13:06,4,5343,小林礼央,23,広島,51,B1,3.50,11.88,3.09,10.6,19,27.45,37,57.38,522 23,
17,宮島,2026/01/02,7,13:06,5,4271,川崎公靖,43,広島,52,B1,4.85,27.06,5.02,34.0,39,33.90,69,34.55,1S2 53,
17,宮島,2026/01/02,7,13:06,6,5442,池田美優,19,広島,43,B2,1.16,0.00,1.11,0.0,36,33.90,62,47.06,666 66,
17,宮島,2026/01/02,8,13:36,1,3614,谷　勝幸,52,広島,55,B1,4.28,28.16,5.01,34.5,55,39.66,54,33.93,456 35,1
17,宮島,2026/01/02,8,13:36,2,3615,横田　茂,52,広島,52,B1,4.78,32.41,4.88,32.2,51,31.03,13,36.23,223 32,3
17,宮島,2026/01/02,8,13:36,3,4798,浜先真範,32,広島,52,A1,6.27,40.17,7.06,55.2,15,32.76,18,27.54,151531,
17,宮島,2026/01/02,8,13:36,4,4844,村上奈穂,32,広島,49,B1,4.52,22.03,3.96,18.0,81,29.17,30,35.00,436 55,
17,宮島,2026/01/02,8,13:36,5,5348,小林甘寧,22,広島,53,B2,3.23,14.29,2.02,2.0,33,29.82,39,30.00,6 122,2
17,宮島,2026/01/02,8,13:36,6,5431,得山大輝,21,広島,51,B2,1.11,0.00,1.00,0.0,53,43.33,12,37.50,5S6 46,
17,宮島,2026/01/02,9,14:04,1,4882,瀧川千依,30,広島,47,B1,4.36,19.05,4.23,17.5,50,34.48,33,27.27,3 444,2
17,宮島,2026/01/02,9,14:04,2,3430,角浜　修,57,広島,55,B1,4.09,23.42,4.74,31.7,65,48.39,77,31.34,641664,
17,宮島,2026/01/02,9,14:04,3,4374,永田義紘,41,広島,51,B1,4.89,26.42,5.12,24.7,12,28.07,57,36.59,2 644,4
17,宮島,2026/01/02,9,14:04,4,4398,船岡洋一,38,広島,51,A1,7.11,56.72,6.24,45.1,52,34.48,65,27.94,133511,
17,宮島,2026/01/02,9,14:04,5,5401,谷海夏人,23,広島,52,B2,1.57,3.45,1.31,0.0,80,29.17,27,42.86,5 656,3
17,宮島,2026/01/02,9,14:04,6,4173,岡谷健吾,43,広島,57,B1,4.88,34.62,5.30,36.3,62,37.93,76,37.70,254 34,5
17,宮島,2026/01/02,10,14:37,1,3499,市川哲也,57,広島,52,A2,6.39,46.90,6.62,52.9,30,32.14,26,35.00,113 23,3
17,宮島,2026/01/02,10,14:37,2,3411,池上隆行,56,広島,51,B1,3.73,17.20,4.18,21.0,20,36.21,58,47.83,4 5255,4
17,宮島,2026/01/02,10,14:37,3,5222,津田陸翔,24,広島,53,A2,6.12,40.00,5.57,34.3,21,40.68,64,32.76,5 4226,2
17,宮島,2026/01/02,10,14:37,4,3054,北川幸典,62,広島,58,B1,4.39,25.00,6.11,46.7,58,38.89,71,30.36,535256,
17,宮島,2026/01/02,10,14:37,5,4811,向井田佑,36,広島,49,B1,4.84,28.57,5.51,37.1,35,28.33,35,30.43,4 544,5
17,宮島,2026/01/02,10,14:37,6,5435,中西月輝,20,広島,48,B2,1.05,0.00,1.11,0.0,28,32.08,66,42.03,S 666,1
17,宮島,2026/01/02,11,15:01,1,4302,西野翔太,42,広島,52,A1,6.50,53.38,6.32,43.2,38,44.26,29,37.25,322 15,4
17,宮島,2026/01/02,11,15:01,2,4564,山本景士,38,広島,52,B1,4.33,23.81,5.61,37.5,37,41.94,80,33.82,2 231,3
17,宮島,2026/01/02,11,15:01,3,4292,麻生慎介,40,広島,53,A2,5.99,39.32,6.39,43.8,72,41.67,63,30.77,231 41,2
17,宮島,2026/01/02,11,15:01,4,4434,田中辰彦,39,広島,55,A1,6.41,47.66,6.32,44.8,59,39.66,73,43.86,46312,1
17,宮島,2026/01/02,11,15:01,5,5243,三馬崇史,25,広島,54,B1,5.32,34.62,4.21,25.3,67,43.33,56,35.85,5 235,6
17,宮島,2026/01/02,11,15:01,6,4951,新田洋一,32,広島,54,A2,5.19,30.28,5.69,40.9,66,40.35,51,37.93,26241,5
17,宮島,2026/01/02,12,15:30,1,4471,新田泰章,38,広島,52,A1,6.99,54.17,6.45,50.8,18,30.00,78,41.18,341 12,7
17,宮島,2026/01/02,12,15:30,2,3584,佐々木英,52,広島,54,B1,5.00,29.47,4.74,23.6,25,43.10,55,26.53,4 4145,2
17,宮島,2026/01/02,12,15:30,3,5134,大原祥昌,26,広島,53,A2,5.15,30.89,5.35,32.3,31,35.59,59,32.00,3 1123,4
17,宮島,2026/01/02,12,15:30,4,4205,山口　剛,43,広島,53,A1,6.98,41.28,8.28,76.6,78,29.17,22,33.90,11162,6
17,宮島,2026/01/02,12,15:30,5,4978,山田和佐,31,広島,54,B1,4.48,21.67,4.53,26.3,77,35.42,32,38.78,3 431,3
17,宮島,2026/01/02,12,15:30,6,4991,宗行治哉,28,広島,51,A2,5.76,37.07,5.97,37.9,17,32.76,28,30.51,1 1323,5
